0,1,2,3,4,5
1632249313149,0.5,24.11,5.9666667,30,7.3779297
1632249320220,1.5,24.11,6.095238,21,17.643555
1632249327286,2.0,24.11,6.095238,21,5.368164
1632249334338,1.0,24.11,5.9130435,23,7.086914
1632249341403,2.0,24.11,5.903226,31,7.1708984
1632249348466,1.0,24.11,6.047619,21,7.2666016
1632249355526,0.5,24.11,5.9545455,22,18.155273
1632249362592,1.0,24.11,5.923077,26,6.2578125
1632249369663,1.5,24.11,5.8333335,24,7.026367
1632249376733,3.0,24.11,5.848485,33,6.4345703
1632249383783,1.5,24.11,6.0,21,8.59668
1632249390848,0.0,24.11,6.0,23,18.77832
1632249397909,1.0,24.11,5.7222223,18,7.857422
1632249404966,0.5,24.11,7.5,14,7.6748047
1632249412028,1.5,24.11,5.714286,21,5.6777344
1632249419087,1.0,24.11,5.740741,27,7.0966797
1632249426149,2.0,24.11,5.6923075,26,5.629883
1632249433203,0.5,24.11,5.8636365,22,7.995117
1632249440268,1.0,24.11,5.8,25,18.481445
1632249447329,0.5,24.11,5.727273,22,5.2148438
1632249454397,0.5,24.11,6.105263,19,5.3623047
1632249461450,3.5,24.11,5.944444,18,6.586914
1632249468516,1.5,24.11,5.8,25,8.176758
1632249475579,1.5,24.11,5.7619047,21,18.998047
1632249482639,0.5,24.11,5.5789475,19,6.3115234
1632249489706,0.5,24.11,5.95,20,7.2128906
1632249496768,1.5,24.11,880.0,24,6.979492
1632249503829,1.0,24.11,5.7,30,7.165039
1632249510884,1.5,24.11,5.6551723,29,18.268555
1632249517942,1.5,24.11,5.75,20,8.7578125
1632249525009,1.0,24.11,5.730769,26,9.663086
1632249532069,1.0,24.11,5.7083335,24,5.7509766
1632249539129,1.5,24.11,5.8,20,6.9541016
1632249546190,3.6,24.11,5.7333336,15,7.995117
1632249553252,1.0,24.11,5.7916665,24,8.333008
1632249560316,1.0,24.11,5.724138,29,17.70996
1632249567389,0.0,24.11,5.6666665,18,5.3427734
1632249574442,0.5,24.11,5.7777777,27,5.758789
1632249581507,3.5,24.11,5.6190476,21,7.9882812
1632249588560,0.5,24.11,5.6923075,26,8.915039
1632249595626,1.0,24.11,5.6,20,19.432617
1632249602688,1.0,24.11,5.5625,16,7.0947266
1632249609749,1.5,24.11,5.740741,27,6.258789
1632249616811,1.5,24.11,5.6285715,35,5.4189453
1632249623872,1.0,24.11,5.7777777,18,7.7001953
1632249630925,1.0,24.11,5.555556,18,18.146484
1632249637991,1.5,24.11,5.5666666,30,10.2109375
1632249645056,0.5,24.11,5.5,26,18.58789
1632249652124,1.0,24.11,5.633333,30,5.7490234
1632249659194,1.0,24.11,5.611111,18,7.388672
1632249666252,1.5,24.11,5.730769,26,5.8115234
1632249673306,1.5,24.11,5.5263157,19,9.729492
1632249680360,1.0,24.11,5.6190476,21,19.118164
1632249687428,1.5,24.11,5.5833335,24,6.2509766
1632249694490,1.0,24.11,380.0,24,5.8134766
1632249701544,3.0,24.11,5.4375,32,5.364258
1632249708604,1.0,24.11,5.826087,23,9.84082
1632249715674,0.5,24.11,380.0,24,17.757812
1632249722735,1.0,24.11,5.555556,18,5.026367
1632249729805,1.0,24.11,5.4347825,23,5.930664
1632249736861,2.0,24.11,5.5185184,27,5.7529297
1632249743928,0.5,24.11,5.6363635,22,8.405273
1632249750987,1.0,24.11,5.652174,23,17.135742
1632249758058,1.5,24.11,5.285714,14,11.776367
1632249765117,1.0,24.11,5.516129,31,19.948242
1632249772181,1.5,24.11,5.4615383,26,6.5322266
1632249779245,1.0,24.11,5.5,34,6.319336
1632249786299,2.5,24.11,5.5,30,5.303711
1632249793354,0.5,24.11,5.5,16,7.973633
1632249800408,0.5,24.11,5.3333335,24,18.086914
1632249807464,0.5,24.11,5.55,20,7.272461
1632249814530,1.5,24.11,5.3913045,23,7.151367
1632249821594,2.5,24.11,5.4333334,30,6.942383
1632249828650,0.5,24.11,5.45,20,8.120117
1632249835714,1.0,24.11,5.516129,31,17.37207
1632249842773,1.5,24.11,5.4347825,23,6.2353516
1632249849833,1.5,24.11,5.631579,19,5.7529297
1632249856893,2.0,24.11,5.6666665,21,7.336914
1632249863949,1.0,24.11,5.607143,28,7.647461
1632249871015,1.0,24.11,5.631579,19,19.941406
1632249878077,1.0,24.11,5.52,25,9.189453
1632249885132,1.0,24.11,5.4375,16,19.71582
1632249892207,1.5,24.11,5.521739,23,6.3779297
1632249899268,1.5,24.11,5.2727275,22,7.661133
1632249906328,2.0,24.11,5.366667,30,5.8720703
1632249913386,1.0,24.11,5.2,20,9.793945
1632249920440,1.0,24.11,5.366667,30,19.043945
1632249927498,1.5,24.11,5.5238094,21,6.5908203
1632249934562,1.5,24.11,5.4347825,23,6.8271484
1632249941625,3.0,24.11,380.0,32,6.319336
1632249948691,1.5,24.14,5.35,20,8.479492
1632249955755,2.0,24.11,5.2173915,23,19.549805
1632249962815,0.0,24.11,5.3448277,29,5.821289
1632249969869,1.0,24.11,5.2,20,5.245117
1632249976935,3.0,24.11,5.4,30,6.6875
1632249983999,1.5,24.11,5.36,25,6.692383
1632249991070,1.5,24.11,5.3333335,24,7.114258
1632249998133,1.0,24.11,5.647059,17,9.854492
1632250005194,0.5,24.11,5.25,16,17.551758
1632250012244,1.0,24.11,5.25,20,5.7470703
1632250019306,1.0,24.11,5.36,25,5.7509766
1632250026363,1.5,24.11,5.36,25,5.4746094
1632250033416,1.0,24.11,5.285714,21,7.319336
1632250040472,1.0,24.11,5.172414,29,17.969727
1632250047526,0.0,24.11,5.3913045,23,5.3291016
1632250054593,1.0,24.11,5.25,16,6.1416016
1632250061651,2.5,24.11,5.1764708,17,7.4228516
1632250068711,1.5,24.11,5.1034484,29,7.317383
1632250075789,1.5,24.11,5.173913,23,17.581055
1632250082850,1.5,24.11,5.3125,16,6.2685547
1632250089911,1.0,24.11,5.3,20,6.859375
1632250096975,2.0,24.11,5.3809524,21,7.7929688
1632250104036,1.0,24.11,5.137931,29,8.211914
1632250111112,1.5,24.11,5.571429,28,7.1572266
1632250118189,0.5,24.11,5.28,25,10.0234375
1632250125253,1.0,24.11,5.24,25,18.144531
1632250132316,1.0,24.11,5.2916665,24,5.305664
1632250139372,0.0,24.11,5.347826,23,5.6875
1632250146438,2.0,24.11,5.5625,16,4.8583984
1632250153499,1.0,24.11,5.1578946,19,7.833008
1632250160565,1.0,24.11,5.6666665,30,18.589844
1632250167622,4.5,24.11,5.352941,17,6.7666016
1632250174681,1.0,24.11,5.3846154,26,6.9003906
1632250181742,2.5,24.11,5.347826,23,6.8740234
1632250188802,1.5,24.11,5.285714,21,8.485352
1632250195870,0.5,24.11,5.2,25,18.97168
1632250202922,1.0,24.11,5.2222223,18,7.3916016
1632250209984,1.5,24.11,130.0,24,6.713867
1632250217046,1.5,24.11,5.212121,33,6.526367
1632250224121,0.5,24.11,5.5263157,19,6.319336
1632250231191,2.0,24.11,5.2083335,24,6.3720703
1632250238253,1.0,24.11,5.2,25,10.162109
1632250245316,0.5,24.11,5.1538463,26,19.16504
1632250252380,1.0,24.11,5.290323,31,5.8740234
1632250259445,1.5,24.11,5.2777777,18,5.022461
1632250266509,2.0,24.11,5.24,25,6.3759766
1632250273573,2.0,24.11,5.3636365,22,7.9404297
1632250280638,0.5,24.11,5.285714,21,19.545898
1632250287698,2.0,24.11,5.0869565,23,6.370117
1632250294759,1.5,24.11,5.2272725,22,5.7529297
1632250301819,3.0,24.11,5.071429,28,6.9248047
1632250308884,1.5,24.11,5.25,28,8.399414
1632250315946,1.5,24.14,5.25,28,17.243164
1632250322997,0.5,24.11,5.117647,17,5.9345703
1632250330057,0.5,24.11,5.35,20,5.4208984
1632250337117,1.0,24.14,5.24,25,6.3740234
1632250344181,2.5,24.11,5.076923,26,5.3046875
1632250351250,3.0,24.11,5.095238,21,6.260742
1632250358307,1.0,24.11,5.5,14,9.75
1632250365369,0.5,24.14,5.25,32,19.145508
1632250372438,1.0,24.11,6.28,25,5.7539062
1632250379503,0.5,24.11,5.225806,31,6.1435547
1632250386562,2.0,24.11,5.15625,32,5.7490234
1632250393610,1.0,24.11,5.2352943,17,7.944336
1632250400666,1.0,24.11,5.35,20,17.756836
1632250407722,2.5,24.11,5.090909,22,6.8291016
1632250414785,0.5,24.11,5.24,25,7.208008
1632250421841,2.0,24.11,5.290323,31,5.810547
1632250428908,1.0,24.11,5.409091,22,7.600586
1632250435958,2.0,24.11,5.2173915,23,18.706055
1632250443034,2.5,24.14,5.392857,28,5.8447266
1632250450095,2.0,24.11,5.35,20,6.979492
1632250457160,1.0,24.14,5.318182,22,6.3779297
1632250464219,0.0,24.11,5.3846154,26,6.2646484
1632250471274,2.5,24.11,5.263158,19,7.098633
1632250478333,1.5,24.11,5.4074073,27,9.363281
1632250485397,0.5,24.11,5.285714,14,18.77246
1632250492459,1.5,24.11,5.3333335,21,5.817383
1632250499520,0.5,24.11,5.3,20,7.5898438
1632250506584,2.0,24.11,5.2702703,37,6.1904297
1632250513644,1.5,24.11,5.3125,16,10.112305
1632250520706,1.5,24.11,5.28125,32,18.31543
1632250527770,0.5,24.11,5.5,18,6.705078
1632250534833,1.0,24.11,5.28,25,6.2041016
1632250541897,2.5,24.11,6.242424,33,7.1533203
1632250548980,1.0,24.11,5.611111,18,8.604492
1632250556041,1.0,24.11,5.25,24,19.236328
1632250563104,1.5,24.11,5.4,30,6.430664
1632250570168,1.5,24.11,5.2777777,18,19.87793
1632250577233,1.5,24.11,5.275862,29,6.493164
1632250584295,1.0,24.14,5.5185184,27,6.370117
1632250591361,2.0,24.11,5.4,25,5.8125
1632250598424,1.0,24.11,5.388889,18,10.953125
1632250605484,0.0,24.14,5.470588,17,17.692383
1632250612541,0.5,24.14,5.470588,17,5.868164
1632250619604,1.0,24.11,5.48,25,7.540039
1632250626670,2.5,24.11,5.5185184,27,8.141602
1632250633731,1.0,24.14,5.4,20,8.604492
1632250640813,1.0,24.11,5.409091,22,19.885742
1632250647879,0.5,24.11,5.4074073,27,6.881836
1632250654947,1.5,24.11,5.2777777,18,6.326172
1632250662012,1.5,24.11,5.555556,18,6.323242
1632250669077,1.0,24.11,5.4444447,27,6.540039
1632250676138,0.0,24.11,5.6153846,26,14.841797
1632250683193,0.0,24.11,5.5625,16,8.022461
1632250690260,0.5,24.11,5.5,18,17.644531
1632250697319,1.0,24.11,5.5652175,23,6.694336
1632250704377,1.0,24.14,6.5,28,7.834961
1632250711444,0.5,24.11,5.5666666,30,6.821289
1632250718502,1.0,24.11,5.65,20,11.224609
1632250725559,2.0,24.11,5.4814816,27,19.045898
1632250732623,1.5,24.14,5.4444447,27,6.1972656
1632250739684,1.0,24.11,5.4736843,19,6.319336
1632250746746,1.5,24.11,5.529412,17,4.8583984
1632250753805,0.5,24.14,5.5454545,22,8.272461
1632250760870,0.0,24.11,5.392857,28,19.59375
1632250767929,5.6,24.11,5.4210525,19,6.319336
1632250774991,1.5,24.11,5.571429,21,6.758789
1632250782042,2.5,24.11,5.4615383,26,6.321289
1632250789106,1.5,24.11,5.6363635,22,8.725586
1632250796173,0.5,24.11,5.555556,27,12.9921875
1632250803227,0.5,24.11,5.5,18,6.1708984
1632250810290,1.5,24.11,630.0,24,18.54004
1632250817353,1.5,24.11,630.0,24,6.223633
1632250824415,0.5,24.11,5.56,25,7.334961
1632250831481,2.0,24.14,5.590909,22,5.538086
1632250838541,0.5,24.11,5.5,28,9.480469
1632250845608,5.0,24.24,5.5652175,23,18.538086
1632250852671,2.5,24.01,5.65625,32,6.1396484
1632250859735,0.5,24.01,5.6190476,21,7.4492188
1632250866798,1.5,24.01,5.52,25,6.379883
1632250873862,1.0,24.01,5.7,20,7.939453
1632250880913,1.5,24.01,5.681818,22,17.59082
1632250887973,1.5,24.01,5.4210525,19,6.0771484
1632250895038,1.0,24.01,5.5384617,26,7.2626953
1632250902100,2.0,24.01,5.48,25,9.05957
1632250909164,1.5,24.01,5.607143,28,6.201172
1632250916228,2.0,23.99,5.6,25,19.188477
1632250923291,1.5,24.01,5.6363635,22,7.321289
1632250930352,2.0,23.99,5.521739,23,18.538086
1632250937412,1.5,24.01,5.6190476,21,7.0029297
1632250944474,0.5,24.01,5.535714,28,6.381836
1632250951539,2.0,24.01,5.611111,18,5.419922
1632250958591,1.0,23.99,5.7777777,18,8.083008
1632250965656,1.5,23.99,5.5925927,27,19.65918
1632250972724,1.5,24.01,5.607143,28,5.754883
1632250979793,0.5,23.99,6.1034484,29,8.045898
1632250986854,2.0,23.99,5.548387,31,6.3115234
1632250993918,1.0,24.01,5.590909,22,7.885742
1632251000978,2.0,24.01,5.6666665,15,20.83496
1632251008035,1.5,23.99,5.6666665,27,5.3623047
1632251015093,1.0,23.99,5.64,25,6.5966797
1632251022169,1.0,24.01,5.730769,26,7.4873047
1632251029227,1.5,24.01,5.6153846,26,5.2490234
1632251036293,2.5,23.99,5.571429,21,8.246094
1632251043354,0.5,24.01,5.703704,27,8.822266
1632251050410,1.0,23.99,5.7083335,24,17.87207
1632251057485,0.0,24.01,5.6666665,18,5.986328
1632251064546,1.0,24.01,5.68,25,5.8408203
1632251071610,2.0,24.01,5.631579,19,5.336914
1632251078684,0.0,23.99,5.827586,29,7.5927734
1632251085746,1.0,23.99,5.647059,17,18.90332
1632251092808,0.0,24.01,5.714286,21,7.541992
1632251099872,1.0,23.99,5.7619047,21,5.7578125
1632251106952,3.0,24.01,5.645161,31,7.274414
1632251114017,0.5,24.01,5.736842,19,8.00293
1632251121097,1.0,24.01,5.65625,32,18.996094
1632251128169,0.5,24.01,5.7058825,17,7.0283203
1632251135230,1.5,23.99,5.6923075,26,19.543945
1632251142293,1.0,24.01,5.7419357,31,6.239258
1632251149351,0.5,24.01,5.7619047,21,5.7509766
1632251156406,0.5,23.99,5.7916665,24,5.930664
1632251163469,0.5,24.01,5.6538463,26,9.040039
1632251170532,1.0,24.01,5.4736843,19,18.15039
1632251177595,1.5,24.01,5.6551723,29,7.3935547
1632251184672,1.0,24.01,5.7586207,29,5.805664
1632251191732,2.0,24.01,5.909091,22,5.8720703
1632251198795,0.5,24.01,5.65,20,10.0703125
1632251205859,1.5,24.01,5.6666665,18,18.15332
1632251212920,0.0,24.01,5.7,20,5.763672
1632251219977,1.5,24.01,5.7619047,21,6.5214844
1632251227042,2.0,24.01,5.7,30,5.536133
1632251234107,1.0,24.01,5.7894735,19,8.270508
1632251241167,0.5,24.01,5.6666665,21,19.545898
1632251248224,1.5,24.01,5.678571,28,8.595703
1632251255277,1.5,24.01,5.75,20,19.282227
1632251262334,1.0,24.01,6.388889,18,5.805664
1632251269399,2.0,24.01,5.64,25,6.895508
1632251276461,2.0,24.01,5.6153846,26,5.7001953
1632251283525,0.5,24.01,5.764706,17,6.635742
1632251290582,1.5,24.01,5.7058825,17,18.15332
1632251297636,1.0,24.01,5.652174,23,5.4814453
1632251304700,0.5,23.99,5.703704,27,6.317383
1632251311770,1.5,24.01,5.730769,26,5.7558594
1632251318840,2.0,24.01,6.0416665,24,7.5908203
1632251325902,0.5,23.99,5.72,25,18.59668
1632251332962,2.0,24.01,5.869565,23,5.4316406
1632251340026,1.0,24.01,5.72,25,6.966797
1632251347089,1.5,24.01,5.8421054,19,7.147461
1632251354145,1.0,24.01,5.8,20,6.866211
1632251361204,2.0,24.01,5.72,25,18.210938
1632251368270,5.5,24.01,5.7083335,24,6.364258
1632251375326,0.5,23.99,5.8421054,19,18.032227
1632251382384,1.0,24.01,5.8,25,5.305664
1632251389455,1.0,24.01,5.76,25,6.2695312
1632251396517,2.5,24.01,5.818182,22,6.533203
1632251403581,1.0,24.01,5.818182,22,6.923828
1632251410653,1.5,24.01,5.7916665,24,18.151367
1632251417718,1.5,24.01,5.8333335,18,10.02832
1632251424781,2.0,24.01,5.709677,31,6.5966797
1632251431854,2.5,24.01,5.8636365,22,7.3935547
1632251438918,1.0,24.01,5.894737,19,7.53125
1632251445978,0.5,24.01,880.0,32,20.44043
1632251453042,2.0,24.01,5.8461537,26,8.506836
1632251460103,2.0,24.01,5.7826085,23,5.7421875
1632251467162,1.0,24.01,5.8076925,26,6.1396484
1632251474232,0.5,24.01,5.8095236,21,7.8964844
1632251481291,1.5,24.01,6.0416665,24,5.635742
1632251488353,1.5,24.01,5.9473686,19,7.6523438
1632251495415,1.0,24.01,5.8461537,26,17.643555
1632251502472,0.5,24.01,5.88,25,7.4697266
1632251509538,0.5,24.01,6.0,24,6.2783203
1632251516601,2.0,24.01,5.827586,29,7.475586
1632251523661,0.0,23.99,6.8095236,21,7.879883
1632251530727,0.5,24.01,5.8095236,21,17.82129
1632251537789,0.0,24.01,5.8636365,22,7.783203
1632251544853,1.0,23.99,6.0,28,6.194336
1632251551918,2.5,24.01,5.944444,18,7.5498047
1632251558983,1.0,24.01,5.944444,18,7.1435547
1632251566041,0.5,24.01,5.8461537,26,18.605469
1632251573096,2.0,23.99,6.0,31,7.020508
1632251580155,1.0,24.01,5.88,25,7.0253906
1632251587218,2.0,24.01,6.4375,32,8.381836
1632251594282,0.5,24.01,5.9130435,23,5.5927734
1632251601344,1.5,24.01,5.8333335,18,6.6484375
1632251608420,0.5,24.01,880.0,24,8.998047
1632251615481,0.0,24.01,5.8,25,17.774414
1632251622536,1.5,24.01,5.9583335,24,7.819336
1632251629601,0.5,24.01,6.0,29,6.334961
1632251636661,1.5,24.01,5.8333335,18,7.1533203
1632251643719,1.0,23.99,5.928571,28,8.274414
1632251650776,0.0,24.01,6.035714,28,18.08496
1632251657838,0.5,24.01,6.0,17,6.935547
1632251664902,2.0,24.01,5.96,25,7.0947266
1632251671966,1.5,24.01,5.9473686,19,6.2001953
1632251679030,1.0,24.01,5.965517,29,7.6435547
1632251686094,1.5,24.01,5.9411764,17,19.14746
1632251693143,0.0,24.01,6.0,22,5.885742
1632251700203,0.5,24.01,5.8235292,17,5.3085938
1632251707269,2.0,24.01,5.935484,31,6.4248047
1632251714330,1.5,24.01,6.6190476,21,6.555664
1632251721385,2.5,24.01,5.878788,33,6.1435547
1632251728448,2.5,24.01,5.888889,18,7.9228516
1632251735512,0.5,24.01,5.84,25,19.436523
1632251742566,1.0,24.01,1130.0,24,8.28125
1632251749626,2.0,24.01,5.964286,28,7.086914
1632251756695,5.1,24.01,6.0416665,24,5.267578
1632251763756,0.5,24.01,5.956522,23,7.3095703
1632251770811,1.5,24.01,6.181818,22,19.66211
1632251777863,0.5,24.01,5.888889,27,8.563477
1632251784921,0.5,24.01,5.892857,28,6.5908203
1632251791979,1.5,24.01,880.0,24,6.754883
1632251799041,1.5,24.01,5.8095236,21,7.1933594
1632251806106,0.5,24.01,6.0,19,18.547852
1632251813168,1.0,24.01,5.9333334,15,5.879883
1632251820225,1.0,24.01,5.956522,23,8.750977
1632251827289,2.0,24.01,6.0,27,6.2470703
1632251834359,1.0,24.01,6.0,23,6.0458984
1632251841421,2.0,24.01,6.0,19,7.5478516
1632251848481,2.5,24.01,6.142857,28,7.2646484
1632251855542,2.0,24.01,6.0,25,17.317383
1632251862598,0.5,24.01,8.4,15,5.307617
1632251869660,2.0,24.01,5.9583335,24,7.0429688
1632251876730,2.0,24.01,5.909091,22,6.7685547
1632251883790,1.5,24.01,6.1,20,7.319336
1632251890853,0.0,24.01,5.952381,21,18.702148
1632251897917,1.0,24.01,6.105263,19,7.350586
1632251904981,1.0,24.01,6.04,25,6.9833984
1632251912054,1.5,24.01,6.035714,28,8.438477
1632251919112,1.0,24.01,5.9615383,26,8.541992
1632251926170,1.0,24.01,6.0833335,24,19.99707
1632251933236,0.5,24.01,6.2,25,9.026367
1632251940301,0.0,24.01,6.0454545,22,14.723633
1632251947361,1.5,24.01,6.0,23,5.3720703
1632251954427,0.5,24.01,6.1666665,12,8.608398
1632251961495,1.5,24.01,6.037037,27,7.213867
1632251968553,6.6,24.01,6.0714283,28,7.583008
1632251975625,1.5,24.01,5.952381,21,18.99414
1632251982676,0.5,24.01,6.047619,21,7.1435547
1632251989737,2.0,24.01,6.0384617,26,5.8671875
1632251996792,2.5,24.01,6.0,24,5.8115234
1632252003852,0.5,24.01,6.095238,21,6.578125
1632252010922,2.0,24.01,6.0,22,18.04004
1632252017980,1.5,24.01,6.0526314,19,7.9091797
1632252025037,1.0,24.01,6.030303,33,5.2490234
1632252032101,2.0,24.01,5.904762,21,7.3935547
1632252039173,1.0,24.01,6.0,18,9.37207
1632252046233,0.5,24.01,6.090909,33,17.748047
1632252053289,1.0,24.01,6.047619,21,8.245117
1632252060337,1.5,24.01,6.0714283,28,21.22168
1632252067395,1.0,24.01,6.0,21,7.0966797
1632252074460,1.0,24.01,6.1153846,26,7.836914
1632252081521,1.5,24.01,6.25,20,7.4101562
1632252088582,3.0,24.01,6.130435,23,7.5322266
1632252095639,0.5,24.01,6.1153846,26,19.176758
1632252102691,0.5,24.01,6.05,20,7.4384766
1632252109753,0.0,24.01,6.2,30,6.2783203
1632252116817,2.0,24.01,6.111111,27,5.245117
1632252123877,0.5,24.01,7.1363635,22,9.106445
1632252130937,1.5,24.01,6.0,20,19.381836
1632252137993,1.5,24.01,6.047619,21,7.8964844
1632252145048,1.0,24.01,6.0689654,29,5.8984375
1632252152110,3.5,24.01,6.0,20,6.5341797
1632252159180,1.0,24.01,6.1,20,7.2558594
1632252166242,1.0,24.01,6.1,20,18.035156
1632252173305,1.0,24.01,6.0,30,5.317383
1632252180361,0.5,24.01,6.0869565,23,20.811523
1632252187424,0.5,24.01,6.5142856,35,8.506836
1632252194477,0.5,24.01,6.0,28,5.541992
1632252201534,1.5,24.01,6.0,16,6.198242
1632252208598,3.5,24.01,6.0416665,24,7.0791016
1632252215662,1.0,24.01,6.304348,23,22.987305
1632252222717,1.0,24.01,6.0384617,26,6.8291016
1632252229783,0.5,24.01,6.0344825,29,5.618164
1632252236855,2.0,24.01,6.0526314,19,6.055664
1632252243916,1.0,24.01,6.148148,27,8.487305
1632252250975,0.5,24.01,6.08,25,18.214844
1632252258038,2.5,24.01,6.2,20,6.165039
1632252265119,1.0,24.01,6.181818,22,8.211914
1632252272180,1.0,24.01,6.304348,23,5.8095703
1632252279235,0.5,24.01,6.2068963,29,6.9414062
1632252286298,1.0,24.01,6.5,16,18.595703
1632252293366,1.0,24.01,6.05,20,7.600586
1632252300441,0.5,24.01,6.15,20,18.930664
1632252307500,1.5,24.01,6.25,24,6.260742
1632252314562,0.0,24.01,6.0689654,29,5.4804688
1632252321643,1.0,24.01,6.16129,31,5.760742
1632252328704,3.0,24.01,5.95,20,6.6396484
1632252335761,0.5,24.01,6.090909,22,17.256836
1632252342825,1.0,24.01,6.0454545,22,6.879883
1632252349891,1.0,24.01,6.15625,32,6.3964844
1632252356951,3.0,24.01,6.095238,21,6.595703
1632252364013,1.0,24.01,6.047619,21,7.7617188
1632252371071,2.0,24.01,6.037037,27,19.05957
1632252378135,1.0,24.01,6.1666665,24,8.139648
1632252385197,1.0,24.01,6.129032,31,6.196289
1632252392257,2.0,24.01,6.0,23,7.7421875
1632252399317,1.5,24.01,6.0,23,7.666992
1632252406377,2.5,24.04,6.111111,18,5.958008
1632252413427,3.0,24.04,6.142857,14,10.188477
1632252420491,2.0,24.04,6.3,20,18.862305
1632252427557,1.5,24.04,6.3333335,27,8.22168
1632252434619,1.0,24.04,6.148148,27,6.0439453
1632252441686,3.4,24.04,6.2727275,22,6.3427734
1632252448737,3.0,24.04,6.24,25,8.323242
1632252455802,1.5,24.04,6.090909,22,17.854492
1632252462856,0.5,24.04,6.1764708,17,5.4814453
1632252469920,2.0,24.04,6.05,20,6.8867188
1632252476980,2.0,24.04,6.04,25,6.7021484
1632252484043,1.5,24.04,6.095238,21,8.09668
1632252491100,2.5,24.04,6.2105265,19,18.538086
1632252498157,1.0,24.04,6.2,20,6.9384766
1632252505223,2.0,24.04,6.0833335,24,6.9716797
1632252512285,2.0,24.04,6.0333333,30,6.901367
1632252519346,1.5,24.04,6.107143,28,7.448242
1632252526411,2.0,24.04,6.095238,21,5.8740234
1632252533474,1.0,24.04,6.1538463,26,6.6904297
1632252540538,0.5,24.04,6.25,24,18.307617
1632252547604,1.5,24.04,6.15,20,6.770508
1632252554665,0.0,24.04,6.2,15,8.227539
1632252561741,2.5,24.04,6.3333335,24,6.8876953
1632252568801,2.0,24.04,6.137931,29,6.6367188
1632252575855,1.5,24.01,6.1764708,17,18.269531
1632252582912,1.0,23.99,6.148148,27,6.041992
1632252589977,1.0,24.01,6.0,22,7.544922
1632252597037,1.5,24.01,6.1153846,26,7.211914
1632252604092,2.0,24.01,6.0,20,7.9853516
1632252611158,1.0,24.01,6.3125,16,19.674805
1632252618235,0.5,24.01,6.0,26,6.540039
1632252625294,1.0,24.01,6.0833335,36,5.3623047
1632252632356,1.0,24.01,6.1666665,18,6.2021484
1632252639459,1.5,24.01,6.055556,18,5.6416016
1632252646528,2.5,24.01,6.0,30,7.7197266
1632252653591,0.5,24.01,6.0,26,8.899414
1632252660653,0.5,24.01,6.0,30,18.03711
1632252667717,0.5,24.01,6.1666665,18,7.1523438
1632252674781,1.0,24.01,6.0384617,26,5.7529297
1632252681842,1.5,24.01,6.2105265,19,7.926758
1632252688913,4.0,24.01,6.095238,21,7.584961
1632252695980,1.5,24.01,6.0833335,24,18.651367
1632252703049,1.0,24.04,6.0833335,24,6.8779297
1632252710112,0.5,24.01,6.0625,32,5.366211
1632252717162,1.5,24.01,6.0,23,7.1523438
1632252724226,0.0,24.01,6.0833335,24,6.2470703
1632252731288,1.5,24.01,7.2222223,18,17.708008
1632252738343,1.0,24.01,6.2083335,24,5.817383
1632252745401,0.5,24.01,6.074074,27,6.7646484
1632252752460,1.0,24.01,6.0,21,6.602539
1632252759517,0.5,24.01,6.173913,23,5.163086
1632252766588,2.0,24.01,6.142857,14,7.836914
1632252773646,0.5,24.01,6.03125,32,8.475586
1632252780702,0.5,24.01,6.0,25,19.612305
1632252787767,0.5,24.01,6.5588236,34,6.7626953
1632252794829,2.0,24.01,6.0333333,30,5.635742
1632252801991,1.0,24.01,1130.0,16,6.8271484
1632252809044,2.5,24.01,6.0416665,24,7.7558594
1632252816088,1.5,24.01,5.9,20,18.598633
1632252823154,1.0,24.01,1130.0,24,6.993164
1632252830219,0.0,24.01,6.2068963,29,6.7597656
1632252837293,2.0,24.01,5.95,20,6.7041016
1632252844356,2.0,24.01,6.129032,31,7.0117188
1632252851420,2.0,24.01,6.0869565,23,16.938477
1632252858479,0.5,24.01,6.1904764,21,7.6572266
1632252865540,0.5,24.01,6.05,20,18.543945
1632252872602,1.0,24.01,6.037037,27,6.7041016
1632252879663,0.5,24.01,6.095238,21,6.571289
1632252886731,1.5,24.01,6.0434785,23,5.7529297
1632252893794,1.0,24.01,6.117647,17,7.973633
1632252900858,0.5,24.01,6.0,22,18.545898
1632252907921,0.5,24.01,6.0,22,8.158203
1632252914988,0.5,24.01,6.03125,32,5.932617
1632252922046,2.5,24.01,5.9,20,6.149414
1632252929104,3.0,24.01,6.035714,28,8.333984
1632252936164,1.0,24.01,6.0454545,22,19.325195
1632252943221,1.0,24.01,6.1363635,22,7.0009766
1632252950288,1.0,24.01,5.939394,33,5.7529297
1632252957346,2.0,24.01,6.047619,21,6.5322266
1632252964407,1.5,24.01,6.090909,22,9.3515625
1632252971489,1.5,24.01,6.142857,28,5.430664
1632252978546,0.0,24.01,6.0,23,7.5371094
1632252985600,1.0,24.01,5.9259257,27,19.057617
1632252992659,1.5,24.01,6.08,25,6.3310547
1632252999724,1.5,24.01,6.0,24,6.178711
1632253006785,2.0,24.01,6.1578946,19,5.9189453
1632253013851,1.0,24.01,6.133333,15,6.8554688
1632253020913,1.0,24.01,6.1578946,19,19.436523
1632253027979,0.0,24.01,6.0,27,6.649414
1632253035038,1.5,24.01,6.076923,26,5.4833984
1632253042108,2.5,24.01,6.05,20,4.916992
